STATISTIC Label,Year,Number of Bedrooms,Property Type,Location,UNIT,VALUE
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1628.22
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1951.77
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1903.71
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1937.89
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1836.56
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2022.56
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1887.36
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1454.72
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1611.98
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1941.74
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1897.96
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1992.69
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2708.72
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,2038.16
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1840.36
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1750.2
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1434.22
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1470.62
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1592.58
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1499.56
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1469.96
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1671.55
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1720.34
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1741.58
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Dublin,Euro,1470.57
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1130.41
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1283.05
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,983.24
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,748.54
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1136.76
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1225.28
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1366.02
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1265.96
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1076.35
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,694.52
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1113.35
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,818.01
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1110.27
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1195.49
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,885.59
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1089.41
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1351.27
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1105.36
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,909.06
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,671.87
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1190.83
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1234.96
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1300.41
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1240.28
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,876.3
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1214.34
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,776.22
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,659.45
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,724.63
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,768.04
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,941.73
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,732.78
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,634.44
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,757.99
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1295.84
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1083.71
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,956.34
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,995.89
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1388.8
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1269.03
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1241.32
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1080.48
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1370.96
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1462.76
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1589.88
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,993.92
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1384.45
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1150.09
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1053.72
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1301.13
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,868.1
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,994.29
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,840.4
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,909.89
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,808.01
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,856.92
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,886.61
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,794.44
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,787.53
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,837.7
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,949.48
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,580.42
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,619.75
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,521.18
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1031.37
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1092.48
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,576.93
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1240.54
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1080.58
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1302.44
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1083.27
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,913.35
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1128.66
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,709.25
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,706.94
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1164.22
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,658.17
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,680.25
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,645.0
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,633.15
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,688.91
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1076.72
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1006.43
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1119.34
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1044.82
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,688.81
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,649.58
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,598.63
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,576.72
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,552.44
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,743.38
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,593.49
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,696.81
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,625.74
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,595.1
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,799.7
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1199.18
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1363.5
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,987.62
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1236.79
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1410.91
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1276.01
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1146.61
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1428.62
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1381.13
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1223.04
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,976.71
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1188.35
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1162.46
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1408.36
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1274.39
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1099.76
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,677.21
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,574.85
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,732.85
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,679.0
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,694.38
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,819.53
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,585.01
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,634.85
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,774.64
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,872.55
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,904.43
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,675.22
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,725.13
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,921.94
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,522.75
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,607.56
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,548.79
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,605.63
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,751.87
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,780.33
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,1042.69
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,735.0
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,597.13
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,718.56
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,930.79
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,636.62
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,712.45
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,630.73
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,970.1
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,652.01
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,723.76
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,711.74
RTB Average Monthly Rent Report,2020,All bedrooms,All Property Types,Rest of Country,Euro,778.81
